color_hex,sum_cross_section_area_um2,slice_thickness_um,total_volume_um3
#03fc5a,1276.006262,0.040000,51.040250
#3184de,311.878072,0.040000,12.475123
#34ebb1,165.284617,0.040000,6.611385
#39a389,739.682183,0.040000,29.587287
#412c96,108.178639,0.040000,4.327146
#756e50,743.080577,0.040000,29.723223
#7a78ff,591.138587,0.040000,23.645543
#85150b,693.305175,0.040000,27.732207
#87ab52,231.217273,0.040000,9.248691
#8a4334,140.538871,0.040000,5.621555
#912773,367.875000,0.040000,14.715000
#93a0c7,312.333176,0.040000,12.493327
#962c65,130.170369,0.040000,5.206815
#963521,829.119683,0.040000,33.164787
#a11033,83.948606,0.040000,3.357944
#a178ad,1627.485822,0.040000,65.099433
#a7e8c4,291.910917,0.040000,11.676437
#b5c5eb,734.499527,0.040000,29.379981
#b5eda8,654.458648,0.040000,26.178346
#f0ed97,239.881262,0.040000,9.595250
#fbff00,3.096408,0.040000,0.123856
#fcbf79,646.478379,0.040000,25.859135
